,URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,WHOIS_COUNTRY,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
1447,B0_868,75,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1448,B0_987,75,15,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1449,B0_2157,76,13,Iso-8859-1,Ca,10,4,5,780,10,7,442,780,10,0.0,0
1450,B0_534,76,15,Iso-8859-1,Us,47,0,5,4544,55,57,53238,5134,55,8.0,0
1451,B0_80,76,12,Us-ascii,Not_available,26,19,4,3635,32,30,23404,4125,32,6.0,0
1452,B0_81,76,13,Us-ascii,Not_available,18,5,6,2032,24,19,2033,2464,24,6.0,0
1453,B0_842,76,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1454,B0_912,76,14,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1455,B0_2013,77,15,Us-ascii,Us,5,5,3,498,5,8,508,498,5,0.0,0
1456,B0_2174,77,13,Iso-8859-1,Us,17,7,9,1206,17,15,991,1206,17,0.0,0
1457,B0_2272,77,14,Us-ascii,Us,6,3,4,564,6,7,442,564,6,0.0,0
1458,B0_431,77,14,Iso-8859-1,Not_available,32,7,9,2445,34,36,41408,2601,34,2.0,0
1459,B0_432,77,14,Utf-8,Us,27,0,4,2403,31,30,27476,2741,31,4.0,0
1460,B0_735,77,13,Utf-8,Us,33,1,5,3244,43,40,24630,4114,43,10.0,0
1461,B0_751,77,14,Utf-8,Us,25,20,3,3591,31,31,13757,4041,31,6.0,0
1462,B0_1203,78,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1463,B0_134,78,16,Utf-8,Us,11,1,3,1335,17,17,2109,1835,17,6.0,0
1464,B0_1393,78,17,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1465,B0_2021,78,11,Utf-8,Us,17,9,9,1594,17,18,1152,1594,17,0.0,0
1466,B0_212,78,15,Iso-8859-1,Jp,8,0,3,528,8,2,124,528,8,0.0,0
1467,B0_2146,78,16,Utf-8,Us,13,6,9,1026,13,14,904,1026,13,0.0,0
1468,B0_2203,78,13,Utf-8,Us,8,6,6,696,8,9,574,696,8,0.0,0
1469,B0_2211,78,15,Iso-8859-1,Us,8,6,6,672,8,9,562,672,8,0.0,0
1470,B0_278,78,13,Utf-8,Us,39,35,2,5949,47,47,32891,6557,47,8.0,0
1471,B0_433,78,10,Utf-8,Us,36,3,10,2981,42,41,31493,3449,42,6.0,0
1472,B0_680,78,12,Utf-8,Us,19,6,4,2781,24,24,18410,3085,24,4.0,0
1473,B0_748,78,13,Iso-8859-1,Us,62,0,3,4725,66,65,97272,5023,66,4.0,0
1474,B0_784,78,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1475,B0_964,78,17,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1476,B0_99,78,16,Iso-8859-1,Us,23,5,11,2106,27,31,6415,2410,27,4.0,0
1477,B0_1072,79,13,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1478,B0_1121,79,14,Iso-8859-1,Ca,0,0,0,0,0,0,0,0,0,0.0,0
1479,B0_1193,79,14,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1480,B0_1223,79,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1481,B0_1355,79,15,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1482,B0_2164,79,15,Utf-8,Us,6,3,4,564,6,8,504,564,6,0.0,0
1483,B0_269,79,16,Iso-8859-1,Us,13,1,3,1763,19,19,2308,2233,19,6.0,0
1484,B0_456,79,15,Utf-8,Not_available,15,0,4,1301,17,7,552,1455,17,2.0,0
1485,B0_1086,80,16,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1486,B0_1094,80,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1487,B0_129,80,12,Utf-8,Us,41,0,5,3333,45,43,42229,3715,45,4.0,0
1488,B0_1389,80,15,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1489,B0_142,80,13,Utf-8,Us,50,43,12,7282,60,57,24220,8042,60,10.0,0
1490,B0_2077,80,17,Iso-8859-1,By,22,18,3,3156,22,15,4966,3156,22,0.0,0
1491,B0_2145,80,14,Us-ascii,Not_available,5,4,2,498,5,7,438,498,5,0.0,0
1492,B0_463,80,13,Iso-8859-1,Not_available,16,1,4,1739,20,20,12620,2059,20,4.0,0
1493,B0_756,80,11,Us-ascii,Us,33,10,8,3764,41,23,7356,4412,41,8.0,0
1494,B0_810,80,16,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1495,B0_849,80,13,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1496,B0_878,80,12,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1497,M4_70,81,17,Utf-8,Us,0,0,0,0,0,2,124,0,0,0.0,1
1498,M4_71,81,17,Utf-8,Us,0,0,0,0,0,2,124,0,0,0.0,1
1499,B0_101,81,14,Utf-8,Us,75,8,16,7388,79,76,65108,7734,79,4.0,0
1500,B0_118,81,18,Iso-8859-1,Us,11,6,1,2088,15,15,7459,2388,15,4.0,0
1501,B0_2311,81,16,Us-ascii,Us,2,2,1,276,2,3,184,276,2,0.0,0
1502,B0_469,81,15,Utf-8,Not_available,53,13,11,6257,61,64,30118,6891,61,8.0,0
1503,B0_519,81,13,Us-ascii,Us,16,1,2,2074,22,27,10646,2540,22,6.0,0
1504,B0_649,81,11,Utf-8,Us,23,2,6,2362,31,23,5472,3008,31,8.0,0
1505,B0_712,81,16,Utf-8,Us,15,0,3,1894,19,20,7062,2198,19,4.0,0
1506,B0_720,81,15,Iso-8859-1,Us,17,0,3,2281,21,22,29619,2581,21,4.0,0
1507,B0_83,81,12,Iso-8859-1,Us,47,3,8,3718,51,47,44519,4064,51,4.0,0
1508,M4_69,82,17,Utf-8,Us,0,0,0,0,0,2,124,0,0,0.0,1
1509,M4_72,82,17,Utf-8,Us,0,0,0,0,0,3,186,0,0,0.0,1
1510,M4_73,82,17,Utf-8,Us,0,0,0,0,0,2,124,0,0,0.0,1
1511,M4_74,82,17,Utf-8,Us,0,0,0,0,0,2,124,0,0,0.0,1
1512,B0_2051,82,13,Iso-8859-1,Pa,8,3,6,696,8,9,574,696,8,0.0,0
1513,B0_2060,82,17,Us-ascii,Us,5,4,2,498,5,6,376,498,5,0.0,0
1514,B0_2267,82,14,Utf-8,Not_available,5,3,2,498,5,7,438,498,5,0.0,0
1515,B0_228,82,17,Iso-8859-1,Not_available,20,6,5,2638,28,25,6137,3208,28,8.0,0
1516,B0_284,82,17,Utf-8,Us,3,0,1,488,5,6,482,632,5,2.0,0
1517,B0_382,82,13,Us-ascii,Us,31,26,6,3286,37,45,28351,3776,37,6.0,0
1518,B0_77,82,18,Utf-8,Us,45,2,5,3565,49,49,58127,3903,49,4.0,0
1519,B0_808,82,12,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1520,B0_97,82,14,Utf-8,Not_available,14,9,2,2200,20,18,6009,2682,20,6.0,0
1521,M4_64,83,17,Utf-8,Us,1,1,1,90,1,5,416,90,1,0.0,1
1522,B0_1035,83,17,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1523,B0_202,83,11,Utf-8,Jp,11,4,4,1278,17,16,1874,1750,17,6.0,0
1524,B0_2096,83,16,Utf-8,Us,7,3,3,630,7,5,310,630,7,0.0,0
1525,B0_210,83,21,Utf-8,Us,22,8,7,1628,26,25,14894,1944,26,4.0,0
1526,B0_232,83,14,Utf-8,Not_available,24,10,4,3705,32,32,11756,4319,32,8.0,0
1527,B0_423,83,15,Utf-8,Us,29,0,3,2523,33,34,44807,2881,33,4.0,0
1528,B0_488,83,19,Iso-8859-1,Ae,9,0,3,1165,15,16,1673,1673,15,6.0,0
1529,B0_752,83,13,Iso-8859-1,Us,24,3,7,2676,28,20,3594,3000,28,4.0,0
1530,B0_806,83,17,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1531,M0_63,84,15,Utf-8,Us,25,0,5,2262,29,27,33205,2588,29,4.0,1
1532,B0_1071,84,17,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1533,B0_1385,84,12,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1534,B0_1394,84,15,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1535,B0_219,84,14,Iso-8859-1,Us,67,17,5,13331,73,70,67914,13771,73,6.0,0
1536,B0_2225,84,14,Utf-8,Us,11,11,7,834,11,13,894,834,11,0.0,0
1537,M0_61,85,13,Utf-8,Us,37,0,8,3630,43,40,34113,4118,43,6.0,1
1538,B0_1048,85,18,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1539,B0_2083,85,12,Utf-8,Us,7,7,3,618,7,9,562,618,7,0.0,0
1540,B0_2256,85,15,Utf-8,Us,7,7,3,582,7,9,632,582,7,0.0,0
1541,B0_1261,86,15,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1542,B0_1352,86,17,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1543,B0_2075,86,16,Utf-8,Us,30,8,9,2296,30,11,688,2296,30,0.0,0
1544,B0_2196,86,17,Utf-8,Us,10,9,8,804,10,13,826,804,10,0.0,0
1545,B0_340,86,13,Iso-8859-1,Us,20,0,2,2487,26,18,2587,2979,26,6.0,0
1546,B0_430,86,16,Utf-8,Us,67,4,10,6257,71,53,51527,6619,71,4.0,0
1547,B0_595,86,15,Utf-8,Us,10,0,2,2202,14,15,3304,2490,14,4.0,0
1548,B0_958,86,16,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1549,B0_1069,87,17,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1550,B0_122,87,13,Utf-8,Us,26,22,1,4523,32,34,26400,4979,32,6.0,0
1551,B0_2181,87,18,Utf-8,Us,8,5,5,660,8,10,661,660,8,0.0,0
1552,B0_407,87,15,Utf-8,Us,14,0,5,1482,20,18,8797,1914,20,6.0,0
1553,B0_508,87,14,Us-ascii,Us,17,6,10,1457,21,20,2112,1781,21,4.0,0
1554,B0_589,87,16,Utf-8,Us,17,9,2,3124,23,21,9563,3564,23,6.0,0
1555,B0_892,87,16,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1556,B0_1006,88,14,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1557,B0_2022,88,15,Iso-8859-1,Us,12,4,9,936,12,14,904,936,12,0.0,0
1558,B0_2306,88,17,Utf-8,Us,8,8,1,1008,8,8,486,1008,8,0.0,0
1559,B0_2318,88,17,Utf-8,Ca,4,3,2,432,4,6,372,432,4,0.0,0
1560,B0_378,88,16,Utf-8,Not_available,30,0,4,3207,34,50,48750,3527,34,4.0,0
1561,B0_42,88,15,Utf-8,Us,20,2,8,2133,24,26,17337,2437,24,4.0,0
1562,B0_494,88,15,Utf-8,Not_available,11,3,4,1346,15,16,1725,1670,15,4.0,0
1563,B0_591,88,13,Utf-8,Us,84,32,4,7350,90,110,143113,7830,90,6.0,0
1564,B0_785,88,16,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1565,M4_27,89,18,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1566,B0_2017,89,12,Utf-8,Us,25,13,8,1818,25,7,438,1818,25,0.0,0
1567,B0_2039,89,20,Utf-8,Us,4,3,2,432,4,4,244,432,4,0.0,0
1568,B0_2117,89,16,Utf-8,Us,9,3,4,738,9,5,306,738,9,0.0,0
1569,B0_2159,89,13,Us-ascii,Us,6,2,5,516,6,4,246,516,6,0.0,0
1570,B0_2175,89,14,Utf-8,Not_available,7,6,2,786,7,7,432,786,7,0.0,0
1571,B0_2178,89,16,Utf-8,Us,6,3,2,564,6,4,244,564,6,0.0,0
1572,B0_336,89,17,Utf-8,Us,55,6,14,4155,59,53,45079,4533,59,4.0,0
1573,B0_672,89,15,Utf-8,Us,73,58,6,6789,79,89,110553,7245,79,6.0,0
1574,B0_768,89,20,Utf-8,Us,25,0,8,2200,29,30,28829,2480,29,4.0,0
1575,B0_1004,90,15,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1576,B0_2255,90,16,Utf-8,Us,7,4,4,630,7,9,568,630,7,0.0,0
1577,B0_2273,90,17,Iso-8859-1,Us,7,3,3,606,7,4,244,606,7,0.0,0
1578,B0_57,90,17,Utf-8,Ca,17,3,4,2162,23,24,14374,2634,23,6.0,0
1579,B0_621,90,16,Utf-8,Us,38,1,9,3432,42,48,64807,3754,42,4.0,0
1580,B0_767,90,17,Utf-8,Us,7,0,5,804,8,2,124,804,8,0.0,0
1581,B0_960,90,16,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1582,B0_533,91,17,Utf-8,Us,39,0,2,3223,43,41,42120,3597,43,4.0,0
1583,B0_645,91,14,Utf-8,Ie,13,3,6,1591,17,15,1936,1931,17,4.0,0
1584,B0_821,91,19,Utf-8,Ph,0,0,0,0,0,0,0,0,0,0.0,0
1585,B0_1093,92,19,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1586,B0_1324,92,18,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1587,B0_475,92,17,Utf-8,Us,16,1,6,1607,22,18,1690,2055,22,6.0,0
1588,B0_566,92,18,Utf-8,Not_available,47,10,6,4576,55,52,49426,5282,55,8.0,0
1589,B0_629,92,15,Utf-8,Us,11,0,3,1358,17,16,9432,1798,17,6.0,0
1590,B0_826,92,16,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1591,B0_901,92,18,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1592,M4_63,93,19,Utf-8,Us,1,1,1,90,1,4,354,90,1,0.0,1
1593,B0_139,93,19,Iso-8859-1,Us,41,28,6,5321,49,45,24126,5935,49,8.0,0
1594,M0_168,94,20,Utf-8,Us,11,0,3,1260,19,17,2399,1850,19,8.0,1
1595,M4_65,94,19,Utf-8,Us,1,1,1,90,1,4,354,90,1,0.0,1
1596,M4_68,94,19,Utf-8,Us,0,0,0,0,0,3,186,0,0,0.0,1
1597,B0_668,94,19,Utf-8,Us,20,8,6,2976,26,23,8187,3476,26,6.0,0
1598,M4_66,95,19,Utf-8,Us,1,1,1,90,1,4,354,90,1,0.0,1
1599,M4_67,95,19,Utf-8,Us,1,1,1,90,1,5,416,90,1,0.0,1
1600,B0_1183,95,14,Utf-8,Gb,0,0,0,0,0,0,0,0,0,0.0,0
1601,B0_1253,95,19,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1602,B0_185,95,19,Iso-8859-1,Not_available,12,2,3,1316,14,22,16475,1468,14,2.0,0
1603,B0_2094,95,15,Us-ascii,Not_available,8,7,4,636,8,9,630,636,8,0.0,0
1604,B0_2209,95,19,Iso-8859-1,Us,5,3,3,486,5,5,306,486,5,0.0,0
1605,B0_1263,96,18,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1606,B0_805,96,15,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1607,B0_819,96,19,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1608,M0_172,97,15,Utf-8,Uy,3,0,2,198,3,6,384,198,3,0.0,1
1609,M0_174,97,15,Utf-8,Uy,3,0,2,198,3,6,384,198,3,0.0,1
1610,B0_255,97,17,Utf-8,Us,43,0,2,3252,47,47,60076,3564,47,4.0,0
1611,B0_300,97,19,Utf-8,Not_available,19,3,4,1948,23,26,12186,2280,23,4.0,0
1612,B0_673,97,15,Us-ascii,Us,40,32,7,5024,46,37,15154,5500,46,6.0,0
1613,B0_1208,98,19,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1614,B0_2063,98,16,Utf-8,Not_available,16,7,10,1176,16,16,1030,1176,16,0.0,0
1615,B0_2216,98,18,Utf-8,Kg,6,3,2,564,6,5,306,564,6,0.0,0
1616,B0_243,98,18,Utf-8,Us,44,17,11,5171,52,46,36825,5811,52,8.0,0
1617,B0_355,98,16,Utf-8,Us,22,10,9,2784,28,30,14114,3312,28,6.0,0
1618,B0_693,98,18,Utf-8,Kg,21,3,6,2038,25,14,1507,2354,25,4.0,0
1619,M4_17,99,20,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1620,M4_7,99,20,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1621,B0_1134,99,14,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1622,B0_2234,99,16,Utf-8,Us,4,3,2,432,4,5,310,432,4,0.0,0
1623,B0_334,99,22,Iso-8859-1,Sc,19,5,5,2137,23,29,17922,2425,23,4.0,0
1624,B0_374,99,15,Utf-8,Ca,20,2,6,2010,24,24,13434,2334,24,4.0,0
1625,M4_1,100,20,Utf-8,Es,2,1,2,132,2,4,256,132,2,0.0,1
1626,M4_10,100,20,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1627,M4_11,100,20,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1628,M4_12,100,20,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1629,M4_13,100,20,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1630,M4_14,100,20,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1631,M4_15,100,20,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1632,M4_16,100,20,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1633,M4_18,100,20,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1634,M4_19,100,20,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1635,M4_2,100,20,Utf-8,Es,1,0,1,66,1,3,190,66,1,0.0,1
1636,M4_20,100,20,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1637,M4_21,100,20,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1638,M4_22,100,20,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1639,M4_23,100,20,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1640,M4_24,100,20,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1641,M4_25,100,20,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1642,M4_26,100,20,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1643,M4_3,100,20,Utf-8,Es,1,0,1,66,1,3,190,66,1,0.0,1
1644,M4_4,100,20,Utf-8,Es,1,0,1,66,1,3,190,66,1,0.0,1
1645,M4_5,100,20,Utf-8,Es,1,0,1,66,1,3,190,66,1,0.0,1
1646,M4_6,100,20,Utf-8,Es,1,0,1,66,1,3,190,66,1,0.0,1
1647,M4_8,100,20,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1648,M4_9,100,20,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1649,B0_187,100,17,Utf-8,Not_available,35,9,12,2820,43,28,3254,3428,43,8.0,0
1650,B0_2042,100,15,Utf-8,Ca,8,3,5,660,8,13,798,660,8,0.0,0
1651,B0_490,100,19,Utf-8,Ca,27,0,2,3458,29,27,55407,3622,29,2.0,0
1652,B0_1058,101,21,Iso-8859-1,Uk,0,0,0,0,0,0,0,0,0,0.0,0
1653,B0_193,101,20,Utf-8,Us,45,40,4,4721,49,74,82395,5009,49,4.0,0
1654,B0_214,101,20,Utf-8,Us,32,9,6,3327,38,32,10505,3769,38,6.0,0
1655,B0_2170,101,16,Utf-8,Ca,5,2,3,474,5,3,184,474,5,0.0,0
1656,B0_540,101,20,Utf-8,Us,62,4,3,7415,68,72,93298,7975,68,6.0,0
1657,B0_574,101,18,Utf-8,Us,61,51,6,6027,69,76,124751,6601,69,8.0,0
1658,B0_763,101,19,Utf-8,Us,47,0,2,4104,51,84,131895,4380,51,4.0,0
1659,B0_772,101,15,Utf-8,Ca,4,2,2,276,4,5,416,276,4,2.263483146067416,0
1660,B0_1156,102,16,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
1661,B0_1280,102,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1662,B0_1377,102,20,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1663,B0_653,102,17,Iso-8859-1,Us,48,11,11,3684,54,53,47558,4164,54,6.0,0
1664,B0_922,102,18,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1665,B0_1064,103,21,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1666,B0_1199,103,17,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1667,B0_1292,103,17,Utf-8,Be,0,0,0,0,0,0,0,0,0,0.0,0
1668,B0_1328,103,16,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1669,B0_1426,103,20,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1670,B0_1251,104,17,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1671,B0_2058,104,16,Us-ascii,Us,4,3,2,432,4,5,310,432,4,0.0,0
1672,B0_2165,104,18,Utf-8,Us,3,3,1,366,3,4,244,366,3,0.0,0
1673,B0_613,104,20,Utf-8,Us,14,3,11,1260,18,17,1646,1576,18,4.0,0
1674,B0_906,104,17,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1675,M0_113,105,20,Iso-8859-1,Not_available,22,0,3,2790,26,26,23294,3104,26,4.0,1
1676,B0_114,105,21,Utf-8,Us,39,3,4,3238,43,44,26870,3550,43,4.0,0
1677,B0_2102,105,17,Utf-8,Not_available,18,10,9,1212,18,11,682,1212,18,0.0,0
1678,B0_935,105,22,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1679,B0_1043,106,21,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1680,B0_1281,106,18,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1681,B0_2249,106,18,Utf-8,Us,7,5,5,630,7,8,508,630,7,0.0,0
1682,B0_313,106,19,Us-ascii,Us,18,13,4,3381,24,22,14656,3851,24,6.0,0
1683,B0_526,106,19,Utf-8,Us,54,3,5,5078,60,61,68512,5512,60,6.0,0
1684,B0_925,106,22,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1685,B0_2236,107,23,Utf-8,Us,6,3,2,564,6,4,244,564,6,0.0,0
1686,B0_1302,108,21,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1687,B0_301,108,23,Utf-8,Us,9,0,3,1481,13,12,1327,1773,13,4.0,0
1688,B0_512,108,18,Utf-8,Us,28,20,1,4422,36,34,44454,4982,36,8.0,0
1689,B0_851,109,20,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1690,B0_872,109,18,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1691,B0_1034,110,21,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1692,B0_46,110,15,Iso-8859-1,Us,8,4,3,822,12,13,1527,1178,12,4.0,0
1693,B0_188,111,22,Utf-8,Pa,13,1,7,1524,17,12,1603,1844,17,4.0,0
1694,B0_466,112,19,Utf-8,Not_available,6,1,4,728,8,17,1180,888,8,2.0,0
1695,B0_877,112,19,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1696,B0_1120,113,18,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1697,B0_2018,113,21,Iso-8859-1,Us,7,6,3,606,7,9,595,606,7,0.0,0
1698,B0_1135,114,17,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1699,B0_2092,114,23,Utf-8,Us,4,2,3,396,4,4,246,396,4,0.0,0
1700,B0_2252,114,19,Utf-8,Ca,15,4,7,1062,15,11,702,1062,15,0.0,0
1701,B0_690,114,18,Iso-8859-1,Nl,59,47,11,6945,71,71,62932,7895,71,12.0,0
1702,B0_1322,115,18,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1703,B0_135,115,20,Utf-8,Us,13,3,3,1984,19,18,2183,2484,19,6.0,0
1704,B0_411,115,19,Iso-8859-1,Us,47,10,10,4284,53,41,28130,4772,53,6.0,0
1705,B0_1014,116,19,Iso-8859-1,Fr,0,0,0,0,0,0,0,0,0,0.0,0
1706,B0_257,116,18,Us-ascii,Ca,24,0,4,2314,28,38,43123,2616,28,4.0,0
1707,B0_605,116,18,Utf-8,Us,23,17,8,1970,27,26,2183,2262,27,4.0,0
1708,B0_166,117,22,Utf-8,Not_available,21,6,5,2278,27,25,2847,2758,27,6.0,0
1709,B0_452,117,19,Utf-8,Not_available,20,0,1,4317,24,22,21620,4637,24,4.0,0
1710,B0_35,118,28,Utf-8,Us,10,2,6,970,14,11,1484,1298,14,4.0,0
1711,B0_561,118,23,Utf-8,Us,30,3,6,2624,34,33,30904,2904,34,4.0,0
1712,B0_398,120,20,Us-ascii,Us,73,0,3,5466,77,78,97306,5774,77,4.0,0
1713,B0_529,120,20,Utf-8,Us,15,2,6,1692,19,18,1627,2012,19,4.0,0
1714,M4_29,122,22,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1715,M4_38,122,23,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1716,B0_2149,122,23,Utf-8,Us,23,18,8,2126,23,20,1272,2126,23,0.0,0
1717,B0_425,122,21,Iso-8859-1,Not_available,21,2,7,3425,23,16,12391,3591,23,2.0,0
1718,M4_31,123,24,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1719,M4_42,123,25,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1720,B0_1015,123,18,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1721,B0_143,123,24,Utf-8,Us,95,89,9,7556,99,157,244958,7848,99,4.0,0
1722,B0_422,123,21,Utf-8,Us,11,0,2,1344,15,13,1927,1652,15,4.0,0
1723,B0_54,123,21,Utf-8,Not_available,20,0,4,1675,22,6,456,1823,22,2.0,0
1724,M4_53,124,23,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1725,M4_59,124,24,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1726,B0_103,125,20,Utf-8,Us,46,37,6,4871,50,56,81223,5159,50,4.0,0
1727,M4_33,126,25,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1728,M4_36,126,24,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1729,M4_51,126,23,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1730,M4_58,126,25,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1731,B0_145,126,22,Utf-8,Us,7,0,2,985,13,12,1496,1433,13,6.0,0
1732,B0_2080,126,22,Utf-8,Not_available,2,2,1,356,2,4,246,356,2,0.0,0
1733,B0_719,126,19,Utf-8,Ch,10,0,4,1368,16,15,3046,1850,16,6.0,0
1734,B0_2226,128,25,Utf-8,Uk,4,3,2,432,4,7,432,432,4,0.0,0
1735,M4_37,129,25,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1736,B0_2072,129,18,Utf-8,Us,9,3,5,702,9,4,244,702,9,0.0,0
